EVENT_DATE|SEASON|EVENT_TYPE|HOME_TEAM|HOME_TEAM_SCORE|AWAY_TEAM|AWAY_TEAM_SCORE|RESULT|EVENT_NUMBER_BY_TYPE
2015-01-08|2014.0|NHL Game|Canucks|1.0|Panthers|3.0|L|19.0
2015-01-10|2014.0|NHL Game|Canucks|0.0|Flames|1.0|L|20.0
2015-01-27|2014.0|NHL Game|Canucks|0.0|Ducks|4.0|L|21.0
2015-01-30|2014.0|NHL Game|Canucks|5.0|Sabres|2.0|W|22.0
2015-02-01|2014.0|NHL Game|Canucks|2.0|Wild|4.0|L|23.0
2015-02-03|2014.0|NHL Game|Canucks|3.0|Jets|2.0|W|24.0
2015-02-05|2014.0|NHL Game|Canucks|1.0|Sharks|5.0|L|25.0
2015-02-07|2014.0|NHL Game|Canucks|5.0|Penguins|0.0|W|26.0
2015-02-13|2014.0|NHL Game|Canucks|5.0|Bruins|2.0|W|27.0
2015-02-16|2014.0|NHL Game|Canucks|3.0|Wild|2.0|W|28.0
2015-03-01|2014.0|NHL Game|Canucks|6.0|Blues|5.0|W|29.0
2015-03-03|2014.0|NHL Game|Canucks|2.0|Sharks|6.0|L|30.0
2015-03-09|2014.0|NHL Game|Canucks|2.0|Ducks|1.0|W|31.0
2015-03-12|2014.0|NHL Game|Canucks|0.0|Kings|4.0|L|32.0
2015-03-14|2014.0|NHL Game|Canucks|4.0|Maple Leafs|1.0|W|33.0
2015-03-17|2014.0|NHL Game|Canucks|4.0|Flyers|1.0|W|34.0
2015-03-19|2014.0|NHL Game|Canucks|2.0|Blue Jackets|6.0|L|35.0
2015-03-24|2014.0|NHL Game|Canucks|5.0|Jets|2.0|W|36.0
2015-03-26|2014.0|NHL Game|Canucks|1.0|Avalanche|4.0|L|37.0
2015-03-28|2014.0|NHL Game|Canucks|3.0|Stars|4.0|L|38.0
2015-04-06|2014.0|NHL Game|Canucks|2.0|Kings|1.0|W|39.0
2015-04-09|2014.0|NHL Game|Canucks|5.0|Coyotes|0.0|W|40.0
2015-04-11|2014.0|NHL Game|Canucks|6.0|Oilers|5.0|W|41.0
2015-04-15|2014.0|NHL Game - Playoffs|Canucks|1.0|Flames|2.0|L|1.0
2015-04-17|2014.0|NHL Game - Playoffs|Canucks|4.0|Flames|1.0|W|2.0
2015-04-23|2014.0|NHL Game - Playoffs|Canucks|2.0|Flames|1.0|W|3.0
2014-09-23|2014.0|NHL Game - Pre-Season|Canucks|4.0|Sharks|2.0|W|1.0
2014-09-26|2014.0|NHL Game - Pre-Season|Canucks|3.0|Flames|0.0|W|2.0
2014-09-29|2014.0|NHL Game - Pre-Season|Canucks|2.0|Coyotes|4.0|L|3.0
2014-10-04|2014.0|NHL Game - Pre-Season|Canucks|3.0|Oilers|2.0|W|4.0
2015-10-10|2015.0|NHL Game|Canucks|2.0|Flames|3.0|L|1.0
2015-10-16|2015.0|NHL Game|Canucks|3.0|Blues|4.0|L|2.0
2015-10-18|2015.0|NHL Game|Canucks|1.0|Oilers|2.0|L|3.0
2015-10-22|2015.0|NHL Game|Canucks|2.0|Capitals|3.0|L|4.0
2015-10-24|2015.0|NHL Game|Canucks|2.0|Red Wings|3.0|L|5.0
2015-10-27|2015.0|NHL Game|Canucks|5.0|Canadiens|1.0|W|6.0
2015-11-02|2015.0|NHL Game|Canucks|4.0|Flyers|1.0|W|7.0
2015-11-04|2015.0|NHL Game|Canucks|2.0|Penguins|3.0|L|8.0
2015-11-21|2015.0|NHL Game|Canucks|6.0|Blackhawks|3.0|W|9.0
2015-11-22|2015.0|NHL Game|Canucks|2.0|Devils|3.0|L|10.0
2015-12-03|2015.0|NHL Game|Canucks|2.0|Stars|4.0|L|11.0
2015-12-05|2015.0|NHL Game|Canucks|0.0|Bruins|4.0|L|12.0
2015-12-07|2015.0|NHL Game|Canucks|5.0|Sabres|2.0|W|13.0
2015-12-09|2015.0|NHL Game|Canucks|2.0|Rangers|1.0|W|14.0
2015-12-26|2015.0|NHL Game|Canucks|2.0|Oilers|1.0|W|15.0
2015-12-28|2015.0|NHL Game|Canucks|0.0|Kings|5.0|L|16.0
2016-01-01|2015.0|NHL Game|Canucks|2.0|Ducks|1.0|W|17.0
2016-01-04|2015.0|NHL Game|Canucks|2.0|Coyotes|3.0|L|18.0
2016-01-06|2015.0|NHL Game|Canucks|3.0|Hurricanes|2.0|W|19.0
2016-01-09|2015.0|NHL Game|Canucks|2.0|Lightning|3.0|L|20.0
2016-01-11|2015.0|NHL Game|Canucks|3.0|Panthers|2.0|W|21.0
2016-01-26|2015.0|NHL Game|Canucks|1.0|Predators|2.0|L|22.0
2016-02-04|2015.0|NHL Game|Canucks|1.0|Blue Jackets|2.0|L|23.0
2016-02-06|2015.0|NHL Game|Canucks|1.0|Flames|4.0|L|24.0
2016-02-13|2015.0|NHL Game|Canucks|2.0|Maple Leafs|5.0|L|25.0
2016-02-15|2015.0|NHL Game|Canucks|2.0|Wild|5.0|L|26.0
2016-02-18|2015.0|NHL Game|Canucks|2.0|Ducks|5.0|L|27.0
2016-02-21|2015.0|NHL Game|Canucks|5.0|Avalanche|1.0|W|28.0
2016-02-25|2015.0|NHL Game|Canucks|5.0|Senators|3.0|W|29.0
2016-02-28|2015.0|NHL Game|Canucks|1.0|Sharks|4.0|L|30.0
2016-03-01|2015.0|NHL Game|Canucks|2.0|Islanders|3.0|L|31.0
2016-03-03|2015.0|NHL Game|Canucks|2.0|Sharks|3.0|L|32.0
2016-03-09|2015.0|NHL Game|Canucks|3.0|Coyotes|2.0|W|33.0
2016-03-12|2015.0|NHL Game|Canucks|4.0|Predators|2.0|W|34.0
2016-03-14|2015.0|NHL Game|Canucks|2.0|Jets|5.0|L|35.0
2016-03-16|2015.0|NHL Game|Canucks|1.0|Avalanche|3.0|L|36.0
2016-03-19|2015.0|NHL Game|Canucks|0.0|Blues|3.0|L|37.0
2016-03-27|2015.0|NHL Game|Canucks|2.0|Blackhawks|3.0|L|38.0
2016-03-29|2015.0|NHL Game|Canucks|1.0|Sharks|4.0|L|39.0
2016-04-04|2015.0|NHL Game|Canucks|3.0|Kings|2.0|W|40.0
2016-04-09|2015.0|NHL Game|Canucks|4.0|Oilers|3.0|W|41.0
2015-09-21|2015.0|NHL Game - Pre-Season|Canucks|1.0|Sharks|0.0|W|1.0
2015-09-22|2015.0|NHL Game - Pre-Season|Canucks|0.0|Sharks|4.0|L|2.0
2015-09-26|2015.0|NHL Game - Pre-Season|Canucks|3.0|Flames|4.0|L|3.0
2015-09-28|2015.0|NHL Game - Pre-Season|Canucks|1.0|Coyotes|0.0|W|4.0
2015-10-03|2015.0|NHL Game - Pre-Season|Canucks|3.0|Oilers|2.0|W|5.0
2016-10-15|2016.0|NHL Game|Canucks|2.0|Flames|1.0|W|1.0
2016-10-16|2016.0|NHL Game|Canucks|4.0|Hurricanes|3.0|W|2.0
2016-10-18|2016.0|NHL Game|Canucks|2.0|Blues|1.0|W|3.0
2016-10-20|2016.0|NHL Game|Canucks|2.0|Sabres|1.0|W|4.0
2016-10-25|2016.0|NHL Game|Canucks|0.0|Senators|3.0|L|5.0
2016-10-28|2016.0|NHL Game|Canucks|0.0|Oilers|2.0|L|6.0
2016-10-29|2016.0|NHL Game|Canucks|2.0|Capitals|5.0|L|7.0
2016-11-13|2016.0|NHL Game|Canucks|5.0|Stars|4.0|W|8.0
2016-11-15|2016.0|NHL Game|Canucks|2.0|Rangers|7.0|L|9.0
2016-11-17|2016.0|NHL Game|Canucks|3.0|Coyotes|2.0|W|10.0
2016-11-19|2016.0|NHL Game|Canucks|3.0|Blackhawks|4.0|L|11.0
2016-11-29|2016.0|NHL Game|Canucks|5.0|Wild|4.0|W|12.0
2016-12-01|2016.0|NHL Game|Canucks|1.0|Ducks|3.0|L|13.0
2016-12-03|2016.0|NHL Game|Canucks|3.0|Maple Leafs|2.0|W|14.0
2016-12-16|2016.0|NHL Game|Canucks|4.0|Lightning|2.0|W|15.0
2016-12-18|2016.0|NHL Game|Canucks|3.0|Blue Jackets|4.0|L|16.0
2016-12-20|2016.0|NHL Game|Canucks|4.0|Jets|1.0|W|17.0
2016-12-22|2016.0|NHL Game|Canucks|1.0|Jets|4.0|L|18.0
2016-12-28|2016.0|NHL Game|Canucks|2.0|Kings|1.0|W|19.0
2016-12-30|2016.0|NHL Game|Canucks|3.0|Ducks|2.0|W|20.0
2017-01-02|2016.0|NHL Game|Canucks|3.0|Avalanche|2.0|W|21.0
2017-01-04|2016.0|NHL Game|Canucks|3.0|Coyotes|0.0|W|22.0
2017-01-06|2016.0|NHL Game|Canucks|4.0|Flames|2.0|W|23.0
2017-01-15|2016.0|NHL Game|Canucks|1.0|Devils|2.0|L|24.0
2017-01-17|2016.0|NHL Game|Canucks|1.0|Predators|0.0|W|25.0
2017-01-20|2016.0|NHL Game|Canucks|2.0|Panthers|1.0|W|26.0
2017-02-02|2016.0|NHL Game|Canucks|1.0|Sharks|4.0|L|27.0
2017-02-04|2016.0|NHL Game|Canucks|3.0|Wild|6.0|L|28.0
2017-02-18|2016.0|NHL Game|Canucks|2.0|Flames|1.0|W|29.0
2017-02-19|2016.0|NHL Game|Canucks|2.0|Flyers|3.0|L|30.0
2017-02-25|2016.0|NHL Game|Canucks|1.0|Sharks|4.0|L|31.0
2017-02-28|2016.0|NHL Game|Canucks|2.0|Red Wings|3.0|L|32.0
2017-03-07|2016.0|NHL Game|Canucks|1.0|Canadiens|2.0|L|33.0
2017-03-09|2016.0|NHL Game|Canucks|3.0|Islanders|4.0|L|34.0
2017-03-11|2016.0|NHL Game|Canucks|0.0|Penguins|3.0|L|35.0
2017-03-13|2016.0|NHL Game|Canucks|3.0|Bruins|6.0|L|36.0
2017-03-16|2016.0|NHL Game|Canucks|2.0|Stars|4.0|L|37.0
2017-03-28|2016.0|NHL Game|Canucks|1.0|Ducks|4.0|L|38.0
2017-03-31|2016.0|NHL Game|Canucks|0.0|Kings|2.0|L|39.0
2017-04-02|2016.0|NHL Game|Canucks|1.0|Sharks|3.0|L|40.0
2017-04-08|2016.0|NHL Game|Canucks|2.0|Oilers|3.0|L|41.0
2016-09-28|2016.0|NHL Game - Pre-Season|Canucks|5.0|Oilers|3.0|W|1.0
2016-10-02|2016.0|NHL Game - Pre-Season|Canucks|2.0|Sharks|3.0|L|2.0
2016-10-03|2016.0|NHL Game - Pre-Season|Canucks|2.0|Coyotes|4.0|L|3.0
2016-10-06|2016.0|NHL Game - Pre-Season|Canucks|4.0|Flames|0.0|W|4.0
2017-10-07|2017.0|NHL Game|Canucks|3.0|Oilers|2.0|W|1.0
2017-10-10|2017.0|NHL Game|Canucks|2.0|Senators|3.0|L|2.0
2017-10-12|2017.0|NHL Game|Canucks|2.0|Jets|4.0|L|3.0
2017-10-14|2017.0|NHL Game|Canucks|2.0|Flames|5.0|L|4.0
2017-10-26|2017.0|NHL Game|Canucks|6.0|Capitals|2.0|W|5.0
2017-10-30|2017.0|NHL Game|Canucks|1.0|Stars|2.0|L|6.0
2017-11-01|2017.0|NHL Game|Canucks|0.0|Devils|2.0|L|7.0
2017-11-04|2017.0|NHL Game|Canucks|4.0|Penguins|2.0|W|8.0
2017-11-06|2017.0|NHL Game|Canucks|2.0|Red Wings|3.0|L|9.0
2017-11-16|2017.0|NHL Game|Canucks|2.0|Golden Knights|5.0|L|10.0
2017-11-18|2017.0|NHL Game|Canucks|3.0|Blues|4.0|L|11.0
2017-12-02|2017.0|NHL Game|Canucks|2.0|Maple Leafs|1.0|W|12.0
2017-12-05|2017.0|NHL Game|Canucks|3.0|Hurricanes|0.0|W|13.0
2017-12-07|2017.0|NHL Game|Canucks|1.0|Flyers|4.0|L|14.0
2017-12-13|2017.0|NHL Game|Canucks|1.0|Predators|7.0|L|15.0
2017-12-15|2017.0|NHL Game|Canucks|4.0|Sharks|3.0|W|16.0
2017-12-17|2017.0|NHL Game|Canucks|1.0|Flames|6.0|L|17.0
2017-12-19|2017.0|NHL Game|Canucks|5.0|Canadiens|7.0|L|18.0
2017-12-23|2017.0|NHL Game|Canucks|1.0|Blues|3.0|L|19.0
2017-12-28|2017.0|NHL Game|Canucks|5.0|Blackhawks|2.0|W|20.0
2017-12-30|2017.0|NHL Game|Canucks|3.0|Kings|4.0|L|21.0
2018-01-02|2017.0|NHL Game|Canucks|0.0|Ducks|5.0|L|22.0
2017-09-17|2017.0|NHL Game - Pre-Season|Canucks|4.0|Golden Knights|9.0|L|1.0
2017-09-23|2017.0|NHL Game - Pre-Season|Canucks|3.0|Kings|4.0|L|2.0
2017-09-28|2017.0|NHL Game - Pre-Season|Canucks|3.0|Flames|1.0|W|3.0
2017-09-30|2017.0|NHL Game - Pre-Season|Canucks|3.0|Oilers|2.0|W|4.0
2014-10-09|2014.0|NHL Game|Capitals|1.0|Canadiens|2.0|L|1.0
2014-10-14|2014.0|NHL Game|Capitals|5.0|Sharks|6.0|L|2.0
2014-10-16|2014.0|NHL Game|Capitals|6.0|Devils|2.0|W|3.0
2014-10-18|2014.0|NHL Game|Capitals|2.0|Panthers|1.0|W|4.0
2014-10-29|2014.0|NHL Game|Capitals|2.0|Red Wings|4.0|L|5.0
2014-11-02|2014.0|NHL Game|Capitals|5.0|Coyotes|6.0|L|6.0
2014-11-04|2014.0|NHL Game|Capitals|3.0|Flames|4.0|L|7.0
2014-11-08|2014.0|NHL Game|Capitals|4.0|Hurricanes|3.0|W|8.0
2014-11-11|2014.0|NHL Game|Capitals|4.0|Blue Jackets|2.0|W|9.0
2014-11-14|2014.0|NHL Game|Capitals|0.0|Devils|1.0|L|10.0
2014-11-22|2014.0|NHL Game|Capitals|1.0|Sabres|2.0|L|11.0
2014-11-28|2014.0|NHL Game|Capitals|5.0|Islanders|2.0|W|12.0
2014-12-02|2014.0|NHL Game|Capitals|3.0|Canucks|4.0|L|13.0
2014-12-11|2014.0|NHL Game|Capitals|2.0|Blue Jackets|3.0|L|14.0
2014-12-13|2014.0|NHL Game|Capitals|4.0|Lightning|2.0|W|15.0
2014-12-22|2014.0|NHL Game|Capitals|2.0|Senators|1.0|W|16.0
2015-01-01|2014.0|NHL Game|Capitals|3.0|Blackhawks|2.0|W|17.0
2015-01-04|2014.0|NHL Game|Capitals|4.0|Panthers|3.0|W|18.0
2015-01-10|2014.0|NHL Game|Capitals|3.0|Red Wings|1.0|W|19.0
2015-01-12|2014.0|NHL Game|Capitals|2.0|Avalanche|1.0|W|20.0
2015-01-14|2014.0|NHL Game|Capitals|1.0|Flyers|0.0|W|21.0
2015-01-20|2014.0|NHL Game|Capitals|4.0|Oilers|5.0|L|22.0
2015-01-28|2014.0|NHL Game|Capitals|4.0|Penguins|0.0|W|23.0
2015-02-01|2014.0|NHL Game|Capitals|3.0|Blues|4.0|L|24.0
2015-02-03|2014.0|NHL Game|Capitals|4.0|Kings|0.0|W|25.0
2015-02-06|2014.0|NHL Game|Capitals|3.0|Ducks|2.0|W|26.0
2015-02-08|2014.0|NHL Game|Capitals|1.0|Flyers|3.0|L|27.0
2015-02-19|2014.0|NHL Game|Capitals|5.0|Jets|1.0|W|28.0
2015-02-21|2014.0|NHL Game|Capitals|3.0|Islanders|2.0|W|29.0
2015-02-25|2014.0|NHL Game|Capitals|3.0|Penguins|4.0|L|30.0
2015-03-01|2014.0|NHL Game|Capitals|4.0|Maple Leafs|0.0|W|31.0
2015-03-05|2014.0|NHL Game|Capitals|1.0|Wild|2.0|L|32.0
2015-03-07|2014.0|NHL Game|Capitals|6.0|Sabres|1.0|W|33.0
2015-03-11|2014.0|NHL Game|Capitals|1.0|Rangers|3.0|L|34.0
2015-03-13|2014.0|NHL Game|Capitals|2.0|Stars|4.0|L|35.0
2015-03-15|2014.0|NHL Game|Capitals|2.0|Bruins|0.0|W|36.0
2015-03-26|2014.0|NHL Game|Capitals|3.0|Devils|2.0|W|37.0
2015-03-28|2014.0|NHL Game|Capitals|3.0|Predators|4.0|L|38.0
2015-03-31|2014.0|NHL Game|Capitals|4.0|Hurricanes|2.0|W|39.0
2015-04-08|2014.0|NHL Game|Capitals|3.0|Bruins|0.0|W|40.0
2015-04-11|2014.0|NHL Game|Capitals|2.0|Rangers|4.0|L|41.0
2015-04-15|2014.0|NHL Game - Playoffs|Capitals|1.0|Islanders|4.0|L|1.0
2015-04-17|2014.0|NHL Game - Playoffs|Capitals|4.0|Islanders|3.0|W|2.0
2015-04-23|2014.0|NHL Game - Playoffs|Capitals|5.0|Islanders|1.0|W|3.0
2015-04-27|2014.0|NHL Game - Playoffs|Capitals|2.0|Islanders|1.0|W|4.0
2015-05-04|2014.0|NHL Game - Playoffs|Capitals|1.0|Rangers|0.0|W|5.0
2015-05-06|2014.0|NHL Game - Playoffs|Capitals|2.0|Rangers|1.0|W|6.0
2015-05-10|2014.0|NHL Game - Playoffs|Capitals|3.0|Rangers|4.0|L|7.0
2014-09-21|2014.0|NHL Game - Pre-Season|Capitals|1.0|Sabres|0.0|W|1.0
2014-09-26|2014.0|NHL Game - Pre-Season|Capitals|5.0|Bruins|4.0|W|2.0
2014-10-02|2014.0|NHL Game - Pre-Season|Capitals|3.0|Flyers|2.0|W|3.0
2014-10-05|2014.0|NHL Game - Pre-Season|Capitals|5.0|Hurricanes|2.0|W|4.0
2015-10-10|2015.0|NHL Game|Capitals|5.0|Devils|3.0|W|1.0
2015-10-13|2015.0|NHL Game|Capitals|0.0|Sharks|5.0|L|2.0
2015-10-15|2015.0|NHL Game|Capitals|4.0|Blackhawks|1.0|W|3.0
2015-10-17|2015.0|NHL Game|Capitals|4.0|Hurricanes|1.0|W|4.0
2015-10-28|2015.0|NHL Game|Capitals|1.0|Penguins|3.0|L|5.0
2015-10-30|2015.0|NHL Game|Capitals|2.0|Blue Jackets|1.0|W|6.0
2015-11-05|2015.0|NHL Game|Capitals|4.0|Bruins|1.0|W|7.0
2015-11-07|2015.0|NHL Game|Capitals|3.0|Maple Leafs|2.0|W|8.0
2015-11-13|2015.0|NHL Game|Capitals|2.0|Flames|3.0|L|9.0
2015-11-19|2015.0|NHL Game|Capitals|2.0|Stars|3.0|L|10.0
2015-11-21|2015.0|NHL Game|Capitals|7.0|Avalanche|3.0|W|11.0
2015-11-23|2015.0|NHL Game|Capitals|1.0|Oilers|0.0|W|12.0
2015-11-25|2015.0|NHL Game|Capitals|5.0|Jets|3.0|W|13.0
2015-11-27|2015.0|NHL Game|Capitals|4.0|Lightning|2.0|W|14.0
2015-12-08|2015.0|NHL Game|Capitals|3.0|Red Wings|2.0|W|15.0
2015-12-16|2015.0|NHL Game|Capitals|2.0|Senators|1.0|W|16.0
2015-12-18|2015.0|NHL Game|Capitals|5.0|Lightning|3.0|W|17.0
2015-12-26|2015.0|NHL Game|Capitals|3.0|Canadiens|1.0|W|18.0
2015-12-30|2015.0|NHL Game|Capitals|5.0|Sabres|2.0|W|19.0
2016-01-10|2015.0|NHL Game|Capitals|7.0|Senators|1.0|W|20.0
2016-01-14|2015.0|NHL Game|Capitals|4.0|Canucks|1.0|W|21.0
2016-01-17|2015.0|NHL Game|Capitals|5.0|Rangers|2.0|W|22.0
2016-01-27|2015.0|NHL Game|Capitals|3.0|Flyers|4.0|L|23.0
2016-02-02|2015.0|NHL Game|Capitals|2.0|Panthers|5.0|L|24.0
2016-02-04|2015.0|NHL Game|Capitals|3.0|Islanders|2.0|W|25.0
2016-02-07|2015.0|NHL Game|Capitals|3.0|Flyers|2.0|W|26.0
2016-02-16|2015.0|NHL Game|Capitals|3.0|Kings|1.0|W|27.0
2016-02-20|2015.0|NHL Game|Capitals|4.0|Devils|3.0|W|28.0
2016-02-22|2015.0|NHL Game|Capitals|3.0|Coyotes|2.0|W|29.0
2016-02-24|2015.0|NHL Game|Capitals|3.0|Canadiens|4.0|L|30.0
2016-02-26|2015.0|NHL Game|Capitals|3.0|Wild|2.0|W|31.0
2016-03-01|2015.0|NHL Game|Capitals|3.0|Penguins|2.0|W|32.0
2016-03-02|2015.0|NHL Game|Capitals|3.0|Maple Leafs|2.0|W|33.0
2016-03-04|2015.0|NHL Game|Capitals|2.0|Rangers|3.0|L|34.0
2016-03-15|2015.0|NHL Game|Capitals|2.0|Hurricanes|1.0|W|35.0
2016-03-18|2015.0|NHL Game|Capitals|4.0|Predators|1.0|W|36.0
2016-03-26|2015.0|NHL Game|Capitals|0.0|Blues|4.0|L|37.0
2016-03-28|2015.0|NHL Game|Capitals|4.0|Blue Jackets|1.0|W|38.0
2016-04-05|2015.0|NHL Game|Capitals|3.0|Islanders|4.0|L|39.0
2016-04-07|2015.0|NHL Game|Capitals|3.0|Penguins|4.0|L|40.0
2016-04-10|2015.0|NHL Game|Capitals|0.0|Ducks|2.0|L|41.0
2016-04-14|2015.0|NHL Game - Playoffs|Capitals|2.0|Flyers|0.0|W|1.0
2016-04-16|2015.0|NHL Game - Playoffs|Capitals|4.0|Flyers|1.0|W|2.0
2016-04-22|2015.0|NHL Game - Playoffs|Capitals|0.0|Flyers|2.0|L|3.0
2016-04-28|2015.0|NHL Game - Playoffs|Capitals|4.0|Penguins|3.0|W|4.0
2016-04-30|2015.0|NHL Game - Playoffs|Capitals|1.0|Penguins|2.0|L|5.0
2016-05-07|2015.0|NHL Game - Playoffs|Capitals|3.0|Penguins|1.0|W|6.0
2015-09-21|2015.0|NHL Game - Pre-Season|Capitals|2.0|Hurricanes|0.0|W|1.0
2015-10-02|2015.0|NHL Game - Pre-Season|Capitals|2.0|Bruins|1.0|W|2.0
2015-10-04|2015.0|NHL Game - Pre-Season|Capitals|6.0|Islanders|2.0|W|3.0
2016-10-15|2016.0|NHL Game|Capitals|2.0|Islanders|1.0|W|1.0
2016-10-18|2016.0|NHL Game|Capitals|3.0|Avalanche|0.0|W|2.0
2016-10-22|2016.0|NHL Game|Capitals|2.0|Rangers|4.0|L|3.0
2016-11-03|2016.0|NHL Game|Capitals|4.0|Jets|3.0|W|4.0
2016-11-05|2016.0|NHL Game|Capitals|4.0|Panthers|2.0|W|5.0
2016-11-08|2016.0|NHL Game|Capitals|0.0|Sharks|3.0|L|6.0
2016-11-16|2016.0|NHL Game|Capitals|7.0|Penguins|1.0|W|7.0
2016-11-18|2016.0|NHL Game|Capitals|1.0|Red Wings|0.0|W|8.0
2016-11-20|2016.0|NHL Game|Capitals|2.0|Blue Jackets|3.0|L|9.0
2016-11-23|2016.0|NHL Game|Capitals|4.0|Blues|3.0|W|10.0
2016-11-25|2016.0|NHL Game|Capitals|3.0|Sabres|1.0|W|11.0
2016-12-01|2016.0|NHL Game|Capitals|0.0|Islanders|3.0|L|12.0
2016-12-05|2016.0|NHL Game|Capitals|3.0|Sabres|2.0|W|13.0
2016-12-07|2016.0|NHL Game|Capitals|4.0|Bruins|3.0|W|14.0
2016-12-11|2016.0|NHL Game|Capitals|3.0|Canucks|0.0|W|15.0
2016-12-17|2016.0|NHL Game|Capitals|1.0|Canadiens|2.0|L|16.0
2016-12-23|2016.0|NHL Game|Capitals|4.0|Lightning|0.0|W|17.0
2016-12-29|2016.0|NHL Game|Capitals|1.0|Devils|2.0|L|18.0
2017-01-01|2016.0|NHL Game|Capitals|2.0|Senators|1.0|W|19.0
2017-01-03|2016.0|NHL Game|Capitals|6.0|Maple Leafs|5.0|W|20.0
2017-01-05|2016.0|NHL Game|Capitals|5.0|Blue Jackets|0.0|W|21.0
2017-01-11|2016.0|NHL Game|Capitals|5.0|Penguins|2.0|W|22.0
2017-01-13|2016.0|NHL Game|Capitals|6.0|Blackhawks|0.0|W|23.0
2017-01-15|2016.0|NHL Game|Capitals|5.0|Flyers|0.0|W|24.0
2017-01-23|2016.0|NHL Game|Capitals|6.0|Hurricanes|1.0|W|25.0
2017-02-01|2016.0|NHL Game|Capitals|5.0|Bruins|3.0|W|26.0
2017-02-05|2016.0|NHL Game|Capitals|5.0|Kings|0.0|W|27.0
2017-02-07|2016.0|NHL Game|Capitals|5.0|Hurricanes|0.0|W|28.0
2017-02-09|2016.0|NHL Game|Capitals|6.0|Red Wings|3.0|W|29.0
2017-02-11|2016.0|NHL Game|Capitals|6.0|Ducks|4.0|W|30.0
2017-02-24|2016.0|NHL Game|Capitals|2.0|Oilers|1.0|W|31.0
2017-03-02|2016.0|NHL Game|Capitals|1.0|Devils|0.0|W|32.0
2017-03-04|2016.0|NHL Game|Capitals|2.0|Flyers|1.0|W|33.0
2017-03-06|2016.0|NHL Game|Capitals|2.0|Stars|4.0|L|34.0
2017-03-14|2016.0|NHL Game|Capitals|4.0|Wild|2.0|W|35.0
2017-03-16|2016.0|NHL Game|Capitals|1.0|Predators|2.0|L|36.0
2017-03-21|2016.0|NHL Game|Capitals|4.0|Flames|2.0|W|37.0
2017-03-23|2016.0|NHL Game|Capitals|2.0|Blue Jackets|1.0|W|38.0
2017-03-25|2016.0|NHL Game|Capitals|4.0|Coyotes|1.0|W|39.0
2017-04-05|2016.0|NHL Game|Capitals|2.0|Rangers|0.0|W|40.0
2017-04-09|2016.0|NHL Game|Capitals|0.0|Panthers|2.0|L|41.0
2017-04-13|2016.0|NHL Game - Playoffs|Capitals|3.0|Maple Leafs|2.0|W|1.0
2017-04-15|2016.0|NHL Game - Playoffs|Capitals|3.0|Maple Leafs|4.0|L|2.0
2017-04-21|2016.0|NHL Game - Playoffs|Capitals|2.0|Maple Leafs|1.0|W|3.0
2017-04-27|2016.0|NHL Game - Playoffs|Capitals|2.0|Penguins|3.0|L|4.0
2017-04-29|2016.0|NHL Game - Playoffs|Capitals|2.0|Penguins|6.0|L|5.0
2017-05-06|2016.0|NHL Game - Playoffs|Capitals|4.0|Penguins|2.0|W|6.0
2017-05-10|2016.0|NHL Game - Playoffs|Capitals|0.0|Penguins|2.0|L|7.0
2016-09-26|2016.0|NHL Game - Pre-Season|Capitals|1.0|Hurricanes|2.0|L|1.0
2016-10-03|2016.0|NHL Game - Pre-Season|Capitals|2.0|Blues|1.0|W|2.0
2016-10-09|2016.0|NHL Game - Pre-Season|Capitals|4.0|Islanders|0.0|W|3.0
2017-10-07|2017.0|NHL Game|Capitals|6.0|Canadiens|1.0|W|1.0
2017-10-11|2017.0|NHL Game|Capitals|2.0|Penguins|3.0|L|2.0
2017-10-17|2017.0|NHL Game|Capitals|0.0|Maple Leafs|2.0|L|3.0
2017-10-21|2017.0|NHL Game|Capitals|1.0|Panthers|4.0|L|4.0
2017-11-02|2017.0|NHL Game|Capitals|4.0|Islanders|3.0|W|5.0
2017-11-06|2017.0|NHL Game|Capitals|3.0|Coyotes|2.0|W|6.0
2017-11-10|2017.0|NHL Game|Capitals|4.0|Penguins|1.0|W|7.0
2017-11-12|2017.0|NHL Game|Capitals|2.0|Oilers|1.0|W|8.0
2017-11-18|2017.0|NHL Game|Capitals|3.0|Wild|1.0|W|9.0
2017-11-20|2017.0|NHL Game|Capitals|1.0|Flames|4.0|L|10.0
2017-11-22|2017.0|NHL Game|Capitals|5.0|Senators|2.0|W|11.0
2017-11-24|2017.0|NHL Game|Capitals|3.0|Lightning|1.0|W|12.0
2017-11-30|2017.0|NHL Game|Capitals|2.0|Kings|5.0|L|13.0
2017-12-02|2017.0|NHL Game|Capitals|4.0|Blue Jackets|3.0|W|14.0
2017-12-04|2017.0|NHL Game|Capitals|4.0|Sharks|1.0|W|15.0
2017-12-06|2017.0|NHL Game|Capitals|6.0|Blackhawks|2.0|W|16.0
2017-12-08|2017.0|NHL Game|Capitals|4.0|Rangers|2.0|W|17.0
2017-12-12|2017.0|NHL Game|Capitals|5.0|Avalanche|2.0|W|18.0
2017-12-16|2017.0|NHL Game|Capitals|3.0|Ducks|2.0|W|19.0
2017-12-28|2017.0|NHL Game|Capitals|4.0|Bruins|3.0|W|20.0
2017-12-30|2017.0|NHL Game|Capitals|5.0|Devils|2.0|W|21.0
